dinB.1	0	0	.	.	.
dinB.10	0	0	.	.	.
dinB.100	0	0	.	.	.
dinB.101	0	0	.	.	.
dinB.102	0	0	.	.	.
dinB.103	0	0	.	.	.
dinB.104	0	0	.	.	.
dinB.105	0	0	.	.	.
dinB.106	0	0	.	.	.
dinB.107	0	0	.	.	.
dinB.108	0	0	.	.	.
dinB.109	0	0	.	.	.
dinB.11	0	0	.	.	.
dinB.110	0	0	.	.	.
dinB.111	0	0	.	.	.
dinB.112	0	0	.	.	.
dinB.113	0	0	.	.	.
dinB.114	0	0	.	.	.
dinB.115	0	0	.	.	.
dinB.116	0	0	.	.	.
dinB.117	0	0	.	.	.
dinB.118	0	0	.	.	.
dinB.119	0	0	.	.	.
dinB.12	0	0	.	.	.
dinB.120	0	0	.	.	.
dinB.121	0	0	.	.	.
dinB.122	0	0	.	.	.
dinB.123	0	0	.	.	.
dinB.124	0	0	.	.	.
dinB.125	0	0	.	.	.
dinB.126	0	0	.	.	.
dinB.127	0	0	.	.	.
dinB.128	0	0	.	.	.
dinB.129	0	0	.	.	.
dinB.13	0	0	.	.	.
dinB.130	0	0	.	.	.
dinB.131	0	0	.	.	.
dinB.132	0	0	.	.	.
dinB.133	0	0	.	.	.
dinB.134	0	0	.	.	.
dinB.135	0	0	.	.	.
dinB.136	0	0	.	.	.
dinB.137	0	0	.	.	.
dinB.138	0	0	.	.	.
dinB.139	0	0	.	.	.
dinB.14	0	0	.	.	.
dinB.15	0	0	.	.	.
dinB.16	0	0	.	.	.
dinB.17	0	0	.	.	.
dinB.18	0	0	.	.	.
dinB.19	0	0	.	.	.
dinB.2	0	0	.	.	.
dinB.20	0	0	.	.	.
dinB.21	0	0	.	.	.
dinB.22	0	0	.	.	.
dinB.23	0	0	.	.	.
dinB.24	0	0	.	.	.
dinB.25	0	0	.	.	.
dinB.26	0	0	.	.	.
dinB.27	0	0	.	.	.
dinB.28	0	0	.	.	.
dinB.29	0	0	.	.	.
dinB.3	0	0	.	.	.
dinB.30	0	0	.	.	.
dinB.31	0	0	.	.	.
dinB.32	0	0	.	.	.
dinB.33	0	0	.	.	.
dinB.34	0	0	.	.	.
dinB.35	0	0	.	.	.
dinB.36	0	0	.	.	.
dinB.37	0	0	.	.	.
dinB.38	0	0	.	.	.
dinB.39	0	0	.	.	.
dinB.4	0	0	.	.	.
dinB.40	0	0	.	.	.
dinB.41	0	0	.	.	.
dinB.42	0	0	.	.	.
dinB.43	0	0	.	.	.
dinB.44	0	0	.	.	.
dinB.45	0	0	.	.	.
dinB.46	0	0	.	.	.
dinB.47	0	0	.	.	.
dinB.48	0	0	.	.	.
dinB.49	0	0	.	.	.
dinB.5	0	0	.	.	.
dinB.50	0	0	.	.	.
dinB.51	0	0	.	.	.
dinB.52	0	0	.	.	.
dinB.53	0	0	.	.	.
dinB.54	0	0	.	.	.
dinB.55	0	0	.	.	.
dinB.56	0	0	.	.	.
dinB.57	0	0	.	.	.
dinB.58	0	0	.	.	.
dinB.59	0	0	.	.	.
dinB.6	0	0	.	.	.
dinB.60	0	0	.	.	.
dinB.61	0	0	.	.	.
dinB.62	0	0	.	.	.
dinB.63	0	0	.	.	.
dinB.64	0	0	.	.	.
dinB.65	0	0	.	.	.
dinB.66	0	0	.	.	.
dinB.67	0	0	.	.	.
dinB.68	0	0	.	.	.
dinB.69	0	0	.	.	.
dinB.7	0	0	.	.	.
dinB.70	0	0	.	.	.
dinB.71	0	0	.	.	.
dinB.72	0	0	.	.	.
dinB.73	0	0	.	.	.
dinB.74	0	0	.	.	.
dinB.75	0	0	.	.	.
dinB.76	0	0	.	.	.
dinB.77	0	0	.	.	.
dinB.78	0	0	.	.	.
dinB.79	0	0	.	.	.
dinB.8	0	0	.	.	.
dinB.80	0	0	.	.	.
dinB.81	0	0	.	.	.
dinB.82	0	0	.	.	.
dinB.83	0	0	.	.	.
dinB.84	0	0	.	.	.
dinB.85	0	0	.	.	.
dinB.86	0	0	.	.	.
dinB.87	0	0	.	.	.
dinB.88	0	0	.	.	.
dinB.89	0	0	.	.	.
dinB.9	0	0	.	.	.
dinB.90	0	0	.	.	.
dinB.91	0	0	.	.	.
dinB.92	0	0	.	.	.
dinB.93	0	0	.	.	.
dinB.94	0	0	.	.	.
dinB.95	0	0	.	.	.
dinB.96	0	0	.	.	.
dinB.97	0	0	.	.	.
dinB.98	0	0	.	.	.
dinB.99	0	0	.	.	.
icdA.1	0	0	.	.	.
icdA.10	0	0	.	.	.
icdA.100	0	0	.	.	.
icdA.101	0	0	.	.	.
icdA.102	0	0	.	.	.
icdA.103	0	0	.	.	.
icdA.104	0	0	.	.	.
icdA.105	0	0	.	.	.
icdA.106	0	0	.	.	.
icdA.107	0	0	.	.	.
icdA.108	0	0	.	.	.
icdA.109	0	0	.	.	.
icdA.11	0	0	.	.	.
icdA.110	0	0	.	.	.
icdA.111	0	0	.	.	.
icdA.112	0	0	.	.	.
icdA.113	0	0	.	.	.
icdA.114	0	0	.	.	.
icdA.115	0	0	.	.	.
icdA.116	0	0	.	.	.
icdA.117	0	0	.	.	.
icdA.118	0	0	.	.	.
icdA.119	0	0	.	.	.
icdA.12	0	0	.	.	.
icdA.120	0	0	.	.	.
icdA.121	0	0	.	.	.
icdA.122	0	0	.	.	.
icdA.123	0	0	.	.	.
icdA.124	0	0	.	.	.
icdA.125	0	0	.	.	.
icdA.126	0	0	.	.	.
icdA.127	0	0	.	.	.
icdA.128	0	0	.	.	.
icdA.129	0	0	.	.	.
icdA.13	0	0	.	.	.
icdA.130	0	0	.	.	.
icdA.131	0	0	.	.	.
icdA.132	0	0	.	.	.
icdA.133	0	0	.	.	.
icdA.134	0	0	.	.	.
icdA.135	0	0	.	.	.
icdA.136	0	0	.	.	.
icdA.137	0	0	.	.	.
icdA.138	0	0	.	.	.
icdA.139	0	0	.	.	.
icdA.14	0	0	.	.	.
icdA.140	0	0	.	.	.
icdA.141	0	0	.	.	.
icdA.142	0	0	.	.	.
icdA.143	0	0	.	.	.
icdA.144	0	0	.	.	.
icdA.145	0	0	.	.	.
icdA.146	0	0	.	.	.
icdA.147	0	0	.	.	.
icdA.148	0	0	.	.	.
icdA.149	0	0	.	.	.
icdA.15	0	0	.	.	.
icdA.150	0	0	.	.	.
icdA.151	0	0	.	.	.
icdA.152	0	0	.	.	.
icdA.153	0	0	.	.	.
icdA.154	0	0	.	.	.
icdA.155	0	0	.	.	.
icdA.156	0	0	.	.	.
icdA.157	0	0	.	.	.
icdA.158	0	0	.	.	.
icdA.159	0	0	.	.	.
icdA.16	0	0	.	.	.
icdA.160	0	0	.	.	.
icdA.161	0	0	.	.	.
icdA.162	0	0	.	.	.
icdA.163	0	0	.	.	.
icdA.164	0	0	.	.	.
icdA.165	0	0	.	.	.
icdA.166	0	0	.	.	.
icdA.167	0	0	.	.	.
icdA.168	0	0	.	.	.
icdA.169	0	0	.	.	.
icdA.17	0	0	.	.	.
icdA.170	0	0	.	.	.
icdA.171	0	0	.	.	.
icdA.172	0	0	.	.	.
icdA.173	0	0	.	.	.
icdA.174	0	0	.	.	.
icdA.175	0	0	.	.	.
icdA.176	0	0	.	.	.
icdA.177	0	0	.	.	.
icdA.178	0	0	.	.	.
icdA.179	0	0	.	.	.
icdA.18	0	0	.	.	.
icdA.180	0	0	.	.	.
icdA.181	0	0	.	.	.
icdA.182	0	0	.	.	.
icdA.183	0	0	.	.	.
icdA.184	0	0	.	.	.
icdA.185	0	0	.	.	.
icdA.186	0	0	.	.	.
icdA.187	0	0	.	.	.
icdA.188	0	0	.	.	.
icdA.189	0	0	.	.	.
icdA.19	0	0	.	.	.
icdA.190	0	0	.	.	.
icdA.191	0	0	.	.	.
icdA.192	0	0	.	.	.
icdA.193	0	0	.	.	.
icdA.194	0	0	.	.	.
icdA.195	0	0	.	.	.
icdA.196	0	0	.	.	.
icdA.197	0	0	.	.	.
icdA.198	0	0	.	.	.
icdA.199	0	0	.	.	.
icdA.2	0	0	.	.	.
icdA.20	0	0	.	.	.
icdA.200	0	0	.	.	.
icdA.201	0	0	.	.	.
icdA.202	0	0	.	.	.
icdA.203	0	0	.	.	.
icdA.204	0	0	.	.	.
icdA.205	0	0	.	.	.
icdA.206	0	0	.	.	.
icdA.207	0	0	.	.	.
icdA.208	0	0	.	.	.
icdA.209	0	0	.	.	.
icdA.21	0	0	.	.	.
icdA.210	0	0	.	.	.
icdA.211	0	0	.	.	.
icdA.212	0	0	.	.	.
icdA.213	0	0	.	.	.
icdA.214	0	0	.	.	.
icdA.215	0	0	.	.	.
icdA.216	0	0	.	.	.
icdA.217	0	0	.	.	.
icdA.218	0	0	.	.	.
icdA.219	0	0	.	.	.
icdA.22	0	0	.	.	.
icdA.220	0	0	.	.	.
icdA.221	0	0	.	.	.
icdA.222	0	0	.	.	.
icdA.223	0	0	.	.	.
icdA.224	0	0	.	.	.
icdA.225	0	0	.	.	.
icdA.226	0	0	.	.	.
icdA.227	0	0	.	.	.
icdA.228	0	0	.	.	.
icdA.229	0	0	.	.	.
icdA.23	0	0	.	.	.
icdA.230	0	0	.	.	.
icdA.231	0	0	.	.	.
icdA.232	0	0	.	.	.
icdA.233	0	0	.	.	.
icdA.234	0	0	.	.	.
icdA.235	0	0	.	.	.
icdA.236	0	0	.	.	.
icdA.237	0	0	.	.	.
icdA.238	0	0	.	.	.
icdA.239	0	0	.	.	.
icdA.24	0	0	.	.	.
icdA.240	0	0	.	.	.
icdA.241	0	0	.	.	.
icdA.242	0	0	.	.	.
icdA.243	0	0	.	.	.
icdA.244	0	0	.	.	.
icdA.245	0	0	.	.	.
icdA.246	0	0	.	.	.
icdA.247	0	0	.	.	.
icdA.248	0	0	.	.	.
icdA.249	0	0	.	.	.
icdA.25	0	0	.	.	.
icdA.250	0	0	.	.	.
icdA.251	0	0	.	.	.
icdA.252	0	0	.	.	.
icdA.253	0	0	.	.	.
icdA.254	0	0	.	.	.
icdA.255	0	0	.	.	.
icdA.256	0	0	.	.	.
icdA.257	0	0	.	.	.
icdA.258	0	0	.	.	.
icdA.259	0	0	.	.	.
icdA.26	0	0	.	.	.
icdA.260	0	0	.	.	.
icdA.261	0	0	.	.	.
icdA.262	0	0	.	.	.
icdA.263	0	0	.	.	.
icdA.264	0	0	.	.	.
icdA.265	0	0	.	.	.
icdA.266	0	0	.	.	.
icdA.267	0	0	.	.	.
icdA.268	0	0	.	.	.
icdA.269	0	0	.	.	.
icdA.27	0	0	.	.	.
icdA.270	0	0	.	.	.
icdA.271	0	0	.	.	.
icdA.272	0	0	.	.	.
icdA.273	0	0	.	.	.
icdA.274	0	0	.	.	.
icdA.275	0	0	.	.	.
icdA.276	0	0	.	.	.
icdA.277	0	0	.	.	.
icdA.278	0	0	.	.	.
icdA.279	0	0	.	.	.
icdA.28	0	0	.	.	.
icdA.280	0	0	.	.	.
icdA.281	0	0	.	.	.
icdA.282	0	0	.	.	.
icdA.29	0	0	.	.	.
icdA.3	0	0	.	.	.
icdA.30	0	0	.	.	.
icdA.31	0	0	.	.	.
icdA.32	0	0	.	.	.
icdA.33	0	0	.	.	.
icdA.34	0	0	.	.	.
icdA.35	0	0	.	.	.
icdA.36	0	0	.	.	.
icdA.37	0	0	.	.	.
icdA.38	0	0	.	.	.
icdA.39	0	0	.	.	.
icdA.4	0	0	.	.	.
icdA.40	0	0	.	.	.
icdA.41	0	0	.	.	.
icdA.42	0	0	.	.	.
icdA.43	0	0	.	.	.
icdA.44	0	0	.	.	.
icdA.45	0	0	.	.	.
icdA.46	0	0	.	.	.
icdA.47	0	0	.	.	.
icdA.48	0	0	.	.	.
icdA.49	0	0	.	.	.
icdA.5	0	0	.	.	.
icdA.50	0	0	.	.	.
icdA.51	0	0	.	.	.
icdA.52	0	0	.	.	.
icdA.53	0	0	.	.	.
icdA.54	0	0	.	.	.
icdA.55	0	0	.	.	.
icdA.56	0	0	.	.	.
icdA.57	0	0	.	.	.
icdA.58	0	0	.	.	.
icdA.59	0	0	.	.	.
icdA.6	0	0	.	.	.
icdA.60	0	0	.	.	.
icdA.61	0	0	.	.	.
icdA.62	0	0	.	.	.
icdA.63	0	0	.	.	.
icdA.64	0	0	.	.	.
icdA.65	0	0	.	.	.
icdA.66	0	0	.	.	.
icdA.67	0	0	.	.	.
icdA.68	0	0	.	.	.
icdA.69	0	0	.	.	.
icdA.7	0	0	.	.	.
icdA.70	0	0	.	.	.
icdA.71	0	0	.	.	.
icdA.72	0	0	.	.	.
icdA.73	0	0	.	.	.
icdA.74	0	0	.	.	.
icdA.75	0	0	.	.	.
icdA.76	0	0	.	.	.
icdA.77	0	0	.	.	.
icdA.78	0	0	.	.	.
icdA.79	0	0	.	.	.
icdA.8	0	0	.	.	.
icdA.80	0	0	.	.	.
icdA.81	0	0	.	.	.
icdA.82	0	0	.	.	.
icdA.83	0	0	.	.	.
icdA.84	0	0	.	.	.
icdA.85	0	0	.	.	.
icdA.86	0	0	.	.	.
icdA.87	0	0	.	.	.
icdA.88	0	0	.	.	.
icdA.89	0	0	.	.	.
icdA.9	0	0	.	.	.
icdA.90	0	0	.	.	.
icdA.91	0	0	.	.	.
icdA.92	0	0	.	.	.
icdA.93	0	0	.	.	.
icdA.94	0	0	.	.	.
icdA.95	0	0	.	.	.
icdA.96	0	0	.	.	.
icdA.97	0	0	.	.	.
icdA.98	0	0	.	.	.
icdA.99	0	0	.	.	.
pabB.1	0	0	.	.	.
pabB.10	0	0	.	.	.
pabB.100	0	0	.	.	.
pabB.101	0	0	.	.	.
pabB.102	0	0	.	.	.
pabB.103	0	0	.	.	.
pabB.104	0	0	.	.	.
pabB.105	0	0	.	.	.
pabB.106	0	0	.	.	.
pabB.107	0	0	.	.	.
pabB.108	0	0	.	.	.
pabB.109	0	0	.	.	.
pabB.11	0	0	.	.	.
pabB.110	0	0	.	.	.
pabB.111	0	0	.	.	.
pabB.112	0	0	.	.	.
pabB.113	0	0	.	.	.
pabB.114	0	0	.	.	.
pabB.115	0	0	.	.	.
pabB.116	0	0	.	.	.
pabB.117	0	0	.	.	.
pabB.118	0	0	.	.	.
pabB.119	0	0	.	.	.
pabB.12	0	0	.	.	.
pabB.120	0	0	.	.	.
pabB.121	0	0	.	.	.
pabB.122	0	0	.	.	.
pabB.123	0	0	.	.	.
pabB.124	0	0	.	.	.
pabB.125	0	0	.	.	.
pabB.126	0	0	.	.	.
pabB.127	0	0	.	.	.
pabB.128	0	0	.	.	.
pabB.129	0	0	.	.	.
pabB.13	0	0	.	.	.
pabB.130	0	0	.	.	.
pabB.131	0	0	.	.	.
pabB.132	0	0	.	.	.
pabB.133	0	0	.	.	.
pabB.134	0	0	.	.	.
pabB.135	0	0	.	.	.
pabB.136	0	0	.	.	.
pabB.137	0	0	.	.	.
pabB.138	0	0	.	.	.
pabB.139	0	0	.	.	.
pabB.14	0	0	.	.	.
pabB.140	0	0	.	.	.
pabB.141	0	0	.	.	.
pabB.142	0	0	.	.	.
pabB.143	0	0	.	.	.
pabB.144	0	0	.	.	.
pabB.145	0	0	.	.	.
pabB.146	0	0	.	.	.
pabB.147	0	0	.	.	.
pabB.148	0	0	.	.	.
pabB.149	0	0	.	.	.
pabB.15	0	0	.	.	.
pabB.150	0	0	.	.	.
pabB.151	0	0	.	.	.
pabB.152	0	0	.	.	.
pabB.153	0	0	.	.	.
pabB.154	0	0	.	.	.
pabB.155	0	0	.	.	.
pabB.156	0	0	.	.	.
pabB.157	0	0	.	.	.
pabB.158	0	0	.	.	.
pabB.159	0	0	.	.	.
pabB.16	0	0	.	.	.
pabB.160	0	0	.	.	.
pabB.161	0	0	.	.	.
pabB.162	0	0	.	.	.
pabB.163	0	0	.	.	.
pabB.164	0	0	.	.	.
pabB.165	0	0	.	.	.
pabB.166	0	0	.	.	.
pabB.167	0	0	.	.	.
pabB.168	0	0	.	.	.
pabB.169	0	0	.	.	.
pabB.17	0	0	.	.	.
pabB.170	0	0	.	.	.
pabB.171	0	0	.	.	.
pabB.172	0	0	.	.	.
pabB.173	0	0	.	.	.
pabB.174	0	0	.	.	.
pabB.175	0	0	.	.	.
pabB.176	0	0	.	.	.
pabB.177	0	0	.	.	.
pabB.178	0	0	.	.	.
pabB.18	0	0	.	.	.
pabB.19	0	0	.	.	.
pabB.2	0	0	.	.	.
pabB.20	0	0	.	.	.
pabB.21	0	0	.	.	.
pabB.22	0	0	.	.	.
pabB.23	0	0	.	.	.
pabB.24	0	0	.	.	.
pabB.25	0	0	.	.	.
pabB.26	0	0	.	.	.
pabB.27	0	0	.	.	.
pabB.28	0	0	.	.	.
pabB.29	0	0	.	.	.
pabB.3	0	0	.	.	.
pabB.30	0	0	.	.	.
pabB.31	0	0	.	.	.
pabB.32	0	0	.	.	.
pabB.33	0	0	.	.	.
pabB.34	0	0	.	.	.
pabB.35	0	0	.	.	.
pabB.36	0	0	.	.	.
pabB.37	0	0	.	.	.
pabB.38	0	0	.	.	.
pabB.39	0	0	.	.	.
pabB.4	0	0	.	.	.
pabB.40	0	0	.	.	.
pabB.41	0	0	.	.	.
pabB.42	0	0	.	.	.
pabB.43	0	0	.	.	.
pabB.44	0	0	.	.	.
pabB.45	0	0	.	.	.
pabB.46	0	0	.	.	.
pabB.47	0	0	.	.	.
pabB.48	0	0	.	.	.
pabB.49	0	0	.	.	.
pabB.5	0	0	.	.	.
pabB.50	0	0	.	.	.
pabB.51	0	0	.	.	.
pabB.52	0	0	.	.	.
pabB.53	0	0	.	.	.
pabB.54	0	0	.	.	.
pabB.55	0	0	.	.	.
pabB.56	0	0	.	.	.
pabB.57	0	0	.	.	.
pabB.58	0	0	.	.	.
pabB.59	0	0	.	.	.
pabB.6	0	0	.	.	.
pabB.60	0	0	.	.	.
pabB.61	0	0	.	.	.
pabB.62	0	0	.	.	.
pabB.63	0	0	.	.	.
pabB.64	0	0	.	.	.
pabB.65	0	0	.	.	.
pabB.66	0	0	.	.	.
pabB.67	0	0	.	.	.
pabB.68	0	0	.	.	.
pabB.69	0	0	.	.	.
pabB.7	0	0	.	.	.
pabB.70	0	0	.	.	.
pabB.71	0	0	.	.	.
pabB.72	0	0	.	.	.
pabB.73	0	0	.	.	.
pabB.74	0	0	.	.	.
pabB.75	0	0	.	.	.
pabB.76	0	0	.	.	.
pabB.77	0	0	.	.	.
pabB.78	0	0	.	.	.
pabB.79	0	0	.	.	.
pabB.8	0	0	.	.	.
pabB.80	0	0	.	.	.
pabB.81	0	0	.	.	.
pabB.82	0	0	.	.	.
pabB.83	0	0	.	.	.
pabB.84	0	0	.	.	.
pabB.85	0	0	.	.	.
pabB.86	0	0	.	.	.
pabB.87	0	0	.	.	.
pabB.88	0	0	.	.	.
pabB.89	0	0	.	.	.
pabB.9	0	0	.	.	.
pabB.90	0	0	.	.	.
pabB.91	0	0	.	.	.
pabB.92	0	0	.	.	.
pabB.93	0	0	.	.	.
pabB.94	0	0	.	.	.
pabB.95	0	0	.	.	.
pabB.96	0	0	.	.	.
pabB.97	0	0	.	.	.
pabB.98	0	0	.	.	.
pabB.99	0	0	.	.	.
polB.1	0	0	.	.	.
polB.10	0	0	.	.	.
polB.100	0	0	.	.	.
polB.101	0	0	.	.	.
polB.102	0	0	.	.	.
polB.103	0	0	.	.	.
polB.104	0	0	.	.	.
polB.105	0	0	.	.	.
polB.106	0	0	.	.	.
polB.107	0	0	.	.	.
polB.108	0	0	.	.	.
polB.109	0	0	.	.	.
polB.11	0	0	.	.	.
polB.110	0	0	.	.	.
polB.111	0	0	.	.	.
polB.112	0	0	.	.	.
polB.113	0	0	.	.	.
polB.114	0	0	.	.	.
polB.115	0	0	.	.	.
polB.116	0	0	.	.	.
polB.117	0	0	.	.	.
polB.118	0	0	.	.	.
polB.119	0	0	.	.	.
polB.12	0	0	.	.	.
polB.120	0	0	.	.	.
polB.121	0	0	.	.	.
polB.122	0	0	.	.	.
polB.123	0	0	.	.	.
polB.124	0	0	.	.	.
polB.125	0	0	.	.	.
polB.126	0	0	.	.	.
polB.127	0	0	.	.	.
polB.128	0	0	.	.	.
polB.129	0	0	.	.	.
polB.13	0	0	.	.	.
polB.130	0	0	.	.	.
polB.131	0	0	.	.	.
polB.132	0	0	.	.	.
polB.133	0	0	.	.	.
polB.134	0	0	.	.	.
polB.135	0	0	.	.	.
polB.136	0	0	.	.	.
polB.137	0	0	.	.	.
polB.138	0	0	.	.	.
polB.139	0	0	.	.	.
polB.14	0	0	.	.	.
polB.140	0	0	.	.	.
polB.141	0	0	.	.	.
polB.142	0	0	.	.	.
polB.143	0	0	.	.	.
polB.144	0	0	.	.	.
polB.145	0	0	.	.	.
polB.146	0	0	.	.	.
polB.147	0	0	.	.	.
polB.148	0	0	.	.	.
polB.149	0	0	.	.	.
polB.15	0	0	.	.	.
polB.150	0	0	.	.	.
polB.151	0	0	.	.	.
polB.152	0	0	.	.	.
polB.153	0	0	.	.	.
polB.154	0	0	.	.	.
polB.155	0	0	.	.	.
polB.156	0	0	.	.	.
polB.157	0	0	.	.	.
polB.158	0	0	.	.	.
polB.159	0	0	.	.	.
polB.16	0	0	.	.	.
polB.160	0	0	.	.	.
polB.161	0	0	.	.	.
polB.162	0	0	.	.	.
polB.163	0	0	.	.	.
polB.164	0	0	.	.	.
polB.165	0	0	.	.	.
polB.166	0	0	.	.	.
polB.167	0	0	.	.	.
polB.168	0	0	.	.	.
polB.169	0	0	.	.	.
polB.17	0	0	.	.	.
polB.170	0	0	.	.	.
polB.171	0	0	.	.	.
polB.172	0	0	.	.	.
polB.173	0	0	.	.	.
polB.174	0	0	.	.	.
polB.175	0	0	.	.	.
polB.176	0	0	.	.	.
polB.177	0	0	.	.	.
polB.178	0	0	.	.	.
polB.179	0	0	.	.	.
polB.18	0	0	.	.	.
polB.180	0	0	.	.	.
polB.181	0	0	.	.	.
polB.182	0	0	.	.	.
polB.183	0	0	.	.	.
polB.184	0	0	.	.	.
polB.19	0	0	.	.	.
polB.2	0	0	.	.	.
polB.20	0	0	.	.	.
polB.21	0	0	.	.	.
polB.22	0	0	.	.	.
polB.23	0	0	.	.	.
polB.24	0	0	.	.	.
polB.25	0	0	.	.	.
polB.26	0	0	.	.	.
polB.27	0	0	.	.	.
polB.28	0	0	.	.	.
polB.29	0	0	.	.	.
polB.3	0	0	.	.	.
polB.30	0	0	.	.	.
polB.31	0	0	.	.	.
polB.32	0	0	.	.	.
polB.33	0	0	.	.	.
polB.34	0	0	.	.	.
polB.35	0	0	.	.	.
polB.36	0	0	.	.	.
polB.37	0	0	.	.	.
polB.38	0	0	.	.	.
polB.39	0	0	.	.	.
polB.4	0	0	.	.	.
polB.40	0	0	.	.	.
polB.41	0	0	.	.	.
polB.42	0	0	.	.	.
polB.43	0	0	.	.	.
polB.44	0	0	.	.	.
polB.45	0	0	.	.	.
polB.46	0	0	.	.	.
polB.47	0	0	.	.	.
polB.48	0	0	.	.	.
polB.49	0	0	.	.	.
polB.5	0	0	.	.	.
polB.50	0	0	.	.	.
polB.51	0	0	.	.	.
polB.52	0	0	.	.	.
polB.53	0	0	.	.	.
polB.54	0	0	.	.	.
polB.55	0	0	.	.	.
polB.56	0	0	.	.	.
polB.57	0	0	.	.	.
polB.58	0	0	.	.	.
polB.59	0	0	.	.	.
polB.6	0	0	.	.	.
polB.60	0	0	.	.	.
polB.61	0	0	.	.	.
polB.62	0	0	.	.	.
polB.63	0	0	.	.	.
polB.64	0	0	.	.	.
polB.65	0	0	.	.	.
polB.66	0	0	.	.	.
polB.67	0	0	.	.	.
polB.68	0	0	.	.	.
polB.69	0	0	.	.	.
polB.7	0	0	.	.	.
polB.70	0	0	.	.	.
polB.71	0	0	.	.	.
polB.72	0	0	.	.	.
polB.73	0	0	.	.	.
polB.74	0	0	.	.	.
polB.75	0	0	.	.	.
polB.76	0	0	.	.	.
polB.77	0	0	.	.	.
polB.78	0	0	.	.	.
polB.79	0	0	.	.	.
polB.8	0	0	.	.	.
polB.80	0	0	.	.	.
polB.81	0	0	.	.	.
polB.82	0	0	.	.	.
polB.83	0	0	.	.	.
polB.84	0	0	.	.	.
polB.85	0	0	.	.	.
